2020-09-30 16:19:17.392 .\Logs\2020-09-30 16-19-17.txt is created.
2020-09-30 16:19:21.275 [INFO]    Mark: 1 sent!
2020-09-30 16:19:21.291 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.291 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.291 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.292 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.292 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.292 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.292 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.292 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.293 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.293 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.295 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.295 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.295 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.295 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.296 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.296 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.296 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.296 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.297 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.297 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.297 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.297 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.297 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.298 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.298 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.298 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.298 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.298 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.299 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.299 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.299 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.299 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.299 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.300 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.300 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.300 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.300 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.301 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.301 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.301 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.301 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.301 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.302 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.302 [INFO]    Mark: 5 sent!
2020-09-30 16:19:21.302 [INFO]    Mark: 5 sent!
