2020-09-30 16:21:07.697 .\Logs\2020-09-30 16-21-07.txt is created.
2020-09-30 16:21:13.986 [INFO]    Mark: 1 sent!
2020-09-30 16:21:14.493 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.495 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.496 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.497 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.498 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.499 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.501 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.501 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.502 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.502 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.504 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.504 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.504 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.504 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.505 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.505 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.505 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.505 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.506 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.506 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.506 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.506 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.506 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.507 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.507 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.507 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.507 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.507 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.508 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.508 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.508 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.508 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.508 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.509 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.509 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.509 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.509 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.509 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.510 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.510 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.510 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.510 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.510 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.511 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.511 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.511 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.511 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.511 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.512 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.512 [INFO]    Mark: 5 sent!
2020-09-30 16:21:14.512 [INFO]    Mark: 5 sent!
